Regions;Votes Total;BE;CDS-PP;CDS-PP-MPT;CDS-PP-MPT-PPM;CDS-PP-PPD/PSD;Grupo de cidadaos;MPT;PAN;PCP-PEV;PCTP/MRPP;PND;PNR;PPD/PSD;PPD/PSD-CDS-PP;PPD/PSD-CDS-PP-MPT;PPD/PSD-CDS-PP-MPT-PPM;PPD/PSD-CDS-PP-PPM;PPD/PSD-CDS-PP-PPM-MPT;PPD/PSD-MPT;PPD/PSD-MPT-PPM;PPD/PSD-PPM;PPD/PSD-PPM-MPT;PPM;PPM-PPV;PPM-PPV-PND;PPV;PS;PS-BE-PND-MPT-PTP-PAN;PS-PTP-PND-BE;PTP;Ranking;Residents Total;Residents 0-14;%Residents 0-14;Residents 15-64;%Residents 15-64;Residents 65+;%Residents 65+;Population without Education;%Population without Education;Population with High School;%Population with High School;Companies Created;Average Monthly Income;Employees per Sector Total;Employees per Sector Agriculture;%Employees per Sector Agriculture;Employees per Sector Extraction Industries;%Employees per Sector Extraction Industries;Employees per Sector Transformation Industries;%Employees per Sector Transformation Industries;Employees per Sector Construction;%Employees per Sector Construction;Employees per Sector Gross and Retails Markets;%Employees per Sector Gross and Retails Markets;Employees per Sector Administration and Services;%Employees per Sector Administration and Services;Employees per Economic Sector Banks;%Employees per Economic Sector Banks;Employees per Economic Sector Others;%Employees per Economic Sector Others;Companies Dissolved;Unemployment Total;%Unemployment Total;Unemployment <25;%Unemployment <25
Sötao;8054;0;707;0;0;0;0;0;0;55;0;0;0;3922;0;0;0;0;0;0;0;0;0;0;0;0;0;3370;0;0;0;x;12653;1897;-1;8088;-1;2668;-1;1913;-1;1249;-1;20;588.6;2440;84;-1;31;-1;534;-1;670;-1;468;-1;93;-1;20;-1;0;-1;16;583.3;-1;80.8;-1
Tondela;16877;0;786;0;0;0;0;0;0;586;0;0;0;12343;0;0;0;0;0;0;0;0;0;0;0;0;0;3162;0;0;0;x;29438;3682;-1;18018;-1;7739;-1;3832;-1;3073;-1;43;733.2;7458;460;-1;7;-1;2317;-1;1109;-1;1465;-1;429;-1;68;-1;0;-1;80;861.7;-1;137.3;-1
Vila Nova de Paiva;3563;0;678;0;0;0;0;0;0;95;0;0;0;1204;0;0;0;0;0;0;0;0;0;0;0;0;0;1586;0;0;0;x;5346;730;-1;3261;-1;1355;-1;888;-1;518;-1;7;615.6;764;55;-1;0;-1;93;-1;150;-1;216;-1;14;-1;0;-1;0;-1;3;301.2;-1;53.8;-1
Viseu;50943;1202;2740;0;0;0;0;0;0;799;0;0;0;32450;0;0;0;0;0;0;0;0;0;0;0;0;0;13752;0;0;0;x;98638;15853;-1;65930;-1;16855;-1;8360;-1;13792;-1;292;724.6;26971;376;-1;118;-1;3694;-1;4254;-1;6900;-1;1521;-1;397;-1;20;-1;313;5014.8;-1;635.9;-1
Vouzela;7256;0;284;0;0;0;0;0;0;120;0;0;0;3821;0;0;0;0;0;0;0;0;0;0;0;0;0;3031;0;0;0;x;10819;1378;-1;6625;-1;2817;-1;1360;-1;1038;-1;11;653.9;2357;296;-1;0;-1;586;-1;608;-1;373;-1;57;-1;0;-1;0;-1;24;333.3;-1;49;-1
Castelo Branco;27783;796;1121;0;0;0;0;0;0;975;0;0;0;4866;0;0;0;0;0;0;0;0;0;0;0;0;0;20025;0;0;0;x;56201;7324;-1;36104;-1;12774;-1;6030;-1;8265;-1;106;703.5;13541;585;-1;0;-1;2488;-1;1782;-1;3001;-1;649;-1;202;-1;0;-1;130;2679.3;-1;310.1;-1
Idanha-a-Nova;6865;0;376;0;0;0;0;0;0;208;0;0;0;2035;0;0;0;0;0;0;0;0;0;0;0;0;0;4246;0;0;0;x;10094;918;-1;4836;-1;4340;-1;2491;-1;747;-1;11;641.8;1873;552;-1;0;-1;146;-1;196;-1;291;-1;35;-1;14;-1;18;-1;10;353.6;-1;45;-1
Oleiros;3802;0;0;0;0;0;0;0;0;72;0;0;0;3008;0;0;0;0;0;0;0;0;0;0;0;0;0;722;0;0;0;x;5885;455;-1;3207;-1;2224;-1;1381;-1;432;-1;7;608.5;1169;73;-1;0;-1;442;-1;209;-1;200;-1;25;-1;12;-1;0;-1;6;85.1;-1;13.6;-1
Penamacor;4179;0;0;0;0;0;0;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2346;0;0;0;x;5875;486;-1;2875;-1;2515;-1;1451;-1;456;-1;3;580.6;905;107;-1;0;-1;99;-1;250;-1;198;-1;70;-1;0;-1;0;-1;16;144.1;-1;20.6;-1
Proenca-a-Nova;5864;0;95;0;0;0;0;0;0;39;0;0;0;1098;0;0;0;0;0;0;0;0;0;0;0;0;0;4632;0;0;0;x;8567;881;-1;4957;-1;2730;-1;1451;-1;937;-1;10;638.7;1758;49;-1;0;-1;368;-1;356;-1;401;-1;136;-1;24;-1;0;-1;1;244.5;-1;28.8;-1
Vila Velha de Rodao;2709;0;40;0;0;0;0;0;0;87;0;0;0;888;0;0;0;0;0;0;0;0;0;0;0;0;0;1694;0;0;0;x;3615;263;-1;1921;-1;1431;-1;616;-1;309;-1;3;895.1;752;71;-1;0;-1;337;-1;39;-1;91;-1;38;-1;0;-1;0;-1;1;81.1;-1;10.3;-1
Abrantes;21693;1191;752;0;0;0;0;0;0;1571;0;0;0;5297;0;0;0;0;0;0;0;0;0;0;0;0;0;9076;0;0;0;x;39959;5135;-1;24686;-1;10138;-1;4396;-1;4933;-1;50;750.9;9086;464;-1;0;-1;2057;-1;1477;-1;1904;-1;444;-1;99;-1;13;-1;145;2284;-1;300.3;-1
Alcanena;8331;197;0;0;0;0;0;0;0;552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3914;0;0;0;x;14022;1926;-1;8970;-1;3127;-1;1342;-1;1807;-1;36;748.5;6566;88;-1;6;-1;2520;-1;228;-1;1470;-1;237;-1;31;-1;0;-1;45;496.8;-1;76.1;-1
Const_ncia;2480;0;41;0;0;0;0;0;0;1231;0;0;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;928;0;0;0;x;4019;609;-1;2579;-1;831;-1;404;-1;556;-1;4;899.1;1006;97;-1;0;-1;467;-1;78;-1;68;-1;54;-1;18;-1;0;-1;2;191;-1;34.9;-1
Entroncamento;9106;1045;0;0;0;0;0;0;0;818;0;0;0;4963;0;0;0;0;0;0;0;0;0;0;0;0;0;2280;0;0;0;x;19982;3348;-1;13312;-1;3323;-1;1002;-1;3615;-1;33;831.8;6117;16;-1;0;-1;2068;-1;411;-1;1347;-1;628;-1;64;-1;0;-1;66;731.3;-1;104.2;-1
Ferreira do Zezere;5374;135;0;0;0;0;0;0;0;35;0;0;0;2926;0;0;0;0;0;0;0;0;0;0;0;0;0;2113;0;0;0;x;8772;1163;-1;5169;-1;2440;-1;1453;-1;892;-1;12;621.2;2093;365;-1;0;-1;365;-1;555;-1;404;-1;61;-1;14;-1;0;-1;9;222.2;-1;44.6;-1
Macao;5555;0;0;0;0;0;0;0;0;119;0;0;0;2991;0;0;0;0;0;0;0;0;0;0;0;0;0;2445;0;0;0;x;7559;739;-1;3925;-1;2895;-1;1346;-1;653;-1;8;642.3;1534;91;-1;0;-1;330;-1;303;-1;339;-1;99;-1;0;-1;0;-1;6;184.8;-1;28.9;-1
Ourem;25565;0;1197;0;0;0;0;0;0;511;0;0;0;11398;0;0;0;0;0;0;0;0;0;0;0;0;0;12459;0;0;0;x;46189;7117;-1;29459;-1;9614;-1;5947;-1;5559;-1;122;723;16815;215;-1;86;-1;3579;-1;3711;-1;3774;-1;487;-1;193;-1;16;-1;69;1405.7;-1;213.2;-1
Sardoal;2705;0;0;0;0;0;0;0;0;59;0;0;0;1551;0;0;0;0;0;0;0;0;0;0;0;0;0;1095;0;0;0;x;3983;476;-1;2470;-1;1038;-1;451;-1;498;-1;4;597.4;850;47;-1;0;-1;114;-1;278;-1;160;-1;27;-1;0;-1;0;-1;4;201.3;-1;45.8;-1
Serta;10264;171;811;0;0;0;0;0;0;66;0;0;0;5383;0;0;0;0;0;0;0;0;0;0;0;0;0;3833;0;0;0;x;16064;2133;-1;9450;-1;4481;-1;2592;-1;1785;-1;28;638.9;3966;233;-1;0;-1;783;-1;849;-1;915;-1;107;-1;38;-1;24;-1;17;622.3;-1;129.3;-1
Tomar;21709;829;1210;0;0;0;0;0;0;1667;0;0;0;7959;0;0;0;0;0;0;0;0;0;0;0;0;0;4756;0;0;0;x;41146;5521;-1;25631;-1;9995;-1;4049;-1;5456;-1;54;707.6;9692;443;-1;14;-1;1503;-1;1359;-1;2727;-1;577;-1;108;-1;12;-1;110;1790.4;-1;280.3;-1
Torres Novas;18747;1132;631;0;0;0;0;0;0;2517;0;0;0;4047;0;0;0;0;0;0;0;0;0;0;0;0;0;10420;0;0;0;x;36876;5107;-1;23355;-1;8414;-1;3412;-1;5155;-1;70;760.3;11282;345;-1;0;-1;2385;-1;1175;-1;2201;-1;820;-1;115;-1;28;-1;69;1371.3;-1;189.3;-1
Vila de Rei;2167;0;233;0;0;0;0;0;0;99;0;0;0;1405;0;0;0;0;0;0;0;0;0;0;0;0;0;430;0;0;0;x;3466;434;-1;1837;-1;1195;-1;686;-1;328;-1;5;571.9;651;31;-1;0;-1;146;-1;163;-1;128;-1;12;-1;0;-1;0;-1;3;80.8;-1;14.1;-1
Vila Nova da Barquinha;3877;0;0;0;0;0;0;0;0;589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2361;0;0;0;x;7376;1051;-1;4582;-1;1744;-1;626;-1;1061;-1;6;652.3;986;18;-1;0;-1;100;-1;119;-1;290;-1;95;-1;0;-1;0;-1;3;236.1;-1;38.4;-1
Almeida;5735;0;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2526;0;0;0;x;7483;680;-1;4273;-1;2531;-1;1150;-1;794;-1;3;611.4;1270;0;-1;15;-1;80;-1;188;-1;297;-1;46;-1;23;-1;0;-1;8;165.8;-1;21.4;-1
Belmonte;4168;112;66;0;0;0;0;0;0;288;0;0;0;1314;0;0;0;0;0;0;0;0;0;0;0;0;0;2144;0;0;0;x;6995;861;-1;4402;-1;1732;-1;988;-1;796;-1;17;662.6;2068;101;-1;0;-1;710;-1;392;-1;402;-1;47;-1;20;-1;0;-1;2;412.7;-1;53.3;-1
Celorico da Beira;6048;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3309;0;0;0;x;7925;1000;-1;4681;-1;2244;-1;1312;-1;722;-1;7;624.3;1646;112;-1;0;-1;416;-1;293;-1;325;-1;48;-1;18;-1;0;-1;0;326.2;-1;45.5;-1
Covilha;30458;799;880;0;0;0;0;0;0;2362;0;0;0;17931;0;0;0;0;0;0;0;0;0;0;0;0;0;8486;0;0;0;x;52438;6606;-1;34200;-1;11632;-1;5682;-1;6817;-1;108;700.5;12979;241;-1;338;-1;3679;-1;1484;-1;2657;-1;576;-1;136;-1;0;-1;141;3315.5;-1;378.1;-1
Figueira de Castelo Rodrigo;4632;0;0;0;0;0;0;0;0;42;0;0;0;2652;0;0;0;0;0;0;0;0;0;0;0;0;0;1938;0;0;0;x;6427;716;-1;3710;-1;2002;-1;1150;-1;528;-1;9;628.6;1031;0;-1;16;-1;199;-1;118;-1;214;-1;20;-1;16;-1;0;-1;7;192.7;-1;29.4;-1
Fornos de Algodres;3838;0;0;0;0;0;0;0;0;35;0;0;0;2166;0;0;0;0;0;0;0;0;0;0;0;0;0;1507;0;0;0;x;5120;627;-1;3041;-1;1452;-1;866;-1;423;-1;13;587.5;977;25;-1;0;-1;142;-1;244;-1;203;-1;21;-1;0;-1;0;-1;14;240.7;-1;29;-1
Fundao;18569;0;535;0;0;0;0;0;0;703;0;0;0;11778;0;0;0;0;0;0;0;0;0;0;0;0;0;5553;0;0;0;x;29716;3679;-1;18090;-1;7947;-1;4506;-1;3099;-1;48;651.3;7341;529;-1;0;-1;1588;-1;995;-1;1768;-1;415;-1;75;-1;30;-1;20;1537.7;-1;174.5;-1
Gouveia;9824;0;165;0;0;0;0;0;0;344;0;0;0;5284;0;0;0;0;0;0;0;0;0;0;0;0;0;4031;0;0;0;x;14444;1609;-1;8470;-1;4366;-1;2126;-1;1279;-1;14;626.7;2609;0;-1;0;-1;540;-1;425;-1;609;-1;141;-1;0;-1;0;-1;15;801;-1;104.1;-1
Guarda;23935;723;1291;0;0;0;0;0;0;672;0;0;0;7097;0;0;0;0;0;0;0;0;0;0;0;0;0;13976;0;0;0;x;42970;6091;-1;28385;-1;8495;-1;3848;-1;5812;-1;93;709.9;11241;201;-1;0;-1;1891;-1;1560;-1;2754;-1;500;-1;169;-1;0;-1;83;2331.6;-1;238.7;-1
Manteigas;2710;0;0;0;0;0;0;0;0;64;0;0;0;1146;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;0;0;0;x;3563;403;-1;2274;-1;886;-1;436;-1;368;-1;8;647.3;616;10;-1;0;-1;96;-1;171;-1;119;-1;22;-1;0;-1;0;-1;0;190.9;-1;21.3;-1
Muda;4308;0;0;0;0;0;0;0;0;53;0;0;0;1888;0;0;0;0;0;0;0;0;0;0;0;0;0;2367;0;0;0;x;5378;566;-1;3003;-1;1809;-1;1017;-1;426;-1;2;597.9;904;0;-1;0;-1;99;-1;263;-1;189;-1;23;-1;10;-1;0;-1;3;106.5;-1;15.8;-1
Pinhel;6957;0;247;0;0;0;0;0;0;164;0;0;0;4326;0;0;0;0;0;0;0;0;0;0;0;0;0;2220;0;0;0;x;9882;1078;-1;5761;-1;3044;-1;1642;-1;941;-1;11;618.6;1822;0;-1;74;-1;334;-1;392;-1;450;-1;51;-1;0;-1;6;-1;8;356.8;-1;34.9;-1
Sabugal;9372;0;212;0;0;0;0;0;0;96;0;0;0;3784;0;0;0;0;0;0;0;0;0;0;0;0;0;3499;0;0;0;x;12958;1101;-1;6770;-1;5088;-1;2783;-1;1092;-1;21;622.1;2195;102;-1;5;-1;424;-1;456;-1;542;-1;67;-1;30;-1;0;-1;9;318.8;-1;58;-1
Seia;15627;0;0;0;0;0;0;0;0;918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8470;0;0;0;x;25285;2939;-1;16442;-1;5905;-1;3096;-1;2768;-1;37;665;5354;0;-1;0;-1;1254;-1;1021;-1;1279;-1;188;-1;61;-1;38;-1;14;1458.8;-1;205.5;-1
Trancoso;7011;0;0;0;0;0;0;0;0;77;0;0;0;3656;0;0;0;0;0;0;0;0;0;0;0;0;0;3278;0;0;0;x;10090;1212;-1;6054;-1;2824;-1;1620;-1;1002;-1;11;675.6;2249;0;-1;27;-1;294;-1;526;-1;640;-1;65;-1;33;-1;0;-1;1;202.5;-1;36.7;-1
Alcochete;7188;173;144;0;0;0;0;0;0;3893;0;0;0;694;0;0;0;0;0;0;0;0;0;0;0;0;0;2284;0;0;0;x;16861;3273;-1;11109;-1;2479;-1;1090;-1;2926;-1;48;1263.7;4979;0;-1;0;-1;710;-1;538;-1;1427;-1;371;-1;37;-1;0;-1;57;734.3;-1;73.8;-1
Almada;68390;5555;3782;0;0;0;0;0;0;27521;0;0;0;10977;0;0;0;0;0;0;0;0;0;0;0;0;0;16984;0;0;0;x;172394;26910;-1;112642;-1;32843;-1;11069;-1;28068;-1;397;835.4;43214;291;-1;0;-1;3707;-1;5488;-1;8480;-1;6251;-1;540;-1;0;-1;480;8149;-1;893.3;-1
Amadora;67903;4143;0;0;0;0;0;0;0;11259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32623;0;0;0;x;175324;25649;-1;117279;-1;32396;-1;11752;-1;28390;-1;366;1089.6;56038;101;-1;0;-1;5333;-1;8426;-1;13223;-1;9221;-1;387;-1;0;-1;197;10180.8;-1;1074.3;-1
Barreiro;36991;2294;1007;0;0;0;0;0;0;18087;0;0;0;3420;0;0;0;0;0;0;0;0;0;0;0;0;0;11310;0;0;0;x;79034;11288;-1;51853;-1;15894;-1;5249;-1;12494;-1;107;830.6;14843;66;-1;0;-1;2098;-1;1741;-1;3369;-1;1384;-1;190;-1;0;-1;479;4361.4;-1;455.1;-1
Cascais;68287;4410;0;0;0;0;0;0;0;6494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18835;0;0;0;x;201258;34337;-1;133865;-1;33057;-1;9767;-1;37171;-1;795;940.4;73109;0;-1;0;-1;4895;-1;7206;-1;15083;-1;7339;-1;763;-1;0;-1;654;8948.3;-1;836.8;-1
Lisboa;273158;12795;0;0;0;0;0;0;0;22623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123372;0;0;0;x;550466;70450;-1;339542;-1;140475;-1;32413;-1;80869;-1;3054;1232.2;590818;0;-1;0;-1;22506;-1;27019;-1;120826;-1;145307;-1;18607;-1;440;-1;6524;23486.4;-1;2200.9;-1
Loures;87218;3812;3446;0;0;0;0;0;0;20667;0;0;0;14456;0;0;0;0;0;0;0;0;0;0;0;0;0;43343;0;0;0;x;204251;31928;-1;139195;-1;33128;-1;13596;-1;31177;-1;452;893.8;73510;480;-1;0;-1;9486;-1;7920;-1;17662;-1;9829;-1;474;-1;41;-1;534;9147.3;-1;995.9;-1
Mafra;27728;1323;1660;0;0;0;0;0;0;1722;0;0;0;15059;0;0;0;0;0;0;0;0;0;0;0;0;0;7964;0;0;0;x;73184;14125;-1;48322;-1;10737;-1;4889;-1;11779;-1;242;722.6;28731;937;-1;0;-1;4651;-1;3336;-1;5868;-1;4123;-1;205;-1;43;-1;88;2475.8;-1;230.5;-1
Moita;26854;3207;956;0;0;0;0;0;0;12421;0;0;0;2190;0;0;0;0;0;0;0;0;0;0;0;0;0;7364;0;0;0;x;66376;10972;-1;45168;-1;10237;-1;5139;-1;9906;-1;85;756.3;11621;0;-1;0;-1;1934;-1;2367;-1;2280;-1;1146;-1;116;-1;0;-1;202;4098.6;-1;459.6;-1
Montijo;17776;878;0;0;0;0;0;0;0;2911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8952;0;0;0;x;49359;8362;-1;32903;-1;8095;-1;4124;-1;8215;-1;132;759.7;13333;0;-1;0;-1;2221;-1;1330;-1;2944;-1;1136;-1;138;-1;0;-1;117;2652.3;-1;291.8;-1
Odivelas;61918;2396;0;0;0;0;0;0;0;12838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23937;0;0;0;x;142710;21496;-1;98997;-1;22217;-1;8274;-1;23533;-1;330;737.3;35178;109;-1;0;-1;4119;-1;6176;-1;7609;-1;5456;-1;284;-1;0;-1;384;5923.4;-1;509;-1
Oeiras;74592;3054;0;0;0;0;0;0;0;5703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20112;0;0;0;x;170876;26699;-1;113150;-1;31027;-1;7196;-1;30518;-1;635;1452;142423;0;-1;0;-1;8205;-1;22268;-1;35079;-1;27051;-1;5778;-1;0;-1;472;6199.6;-1;497.3;-1
Palmela;21871;1085;2206;0;0;0;0;0;0;11341;0;0;0;2035;0;0;0;0;0;0;0;0;0;0;0;0;0;5204;0;0;0;x;61474;10781;-1;40773;-1;9921;-1;5271;-1;9448;-1;161;988.9;26320;0;-1;0;-1;9535;-1;2774;-1;4900;-1;1956;-1;114;-1;27;-1;177;2705.2;-1;239.3;-1
Seixal;56539;4036;3055;0;0;0;0;0;0;27949;0;0;0;8072;0;0;0;0;0;0;0;0;0;0;0;0;0;13090;0;0;0;x;157217;25969;-1;109978;-1;21270;-1;8558;-1;26710;-1;359;787.2;35488;0;-1;0;-1;5016;-1;5174;-1;8232;-1;3733;-1;317;-1;0;-1;768;7287.1;-1;766;-1
Sesimbra;18176;1163;694;0;0;0;0;0;0;9736;0;0;0;1949;0;0;0;0;0;0;0;0;0;0;0;0;0;3663;0;0;0;x;47765;8773;-1;31848;-1;7145;-1;3167;-1;7998;-1;111;747.5;11505;0;-1;0;-1;780;-1;2523;-1;1939;-1;1089;-1;112;-1;0;-1;134;1983.4;-1;192.1;-1
Setubal;46446;2911;2779;0;0;0;0;0;0;18558;0;0;0;6919;0;0;0;0;0;0;0;0;0;0;0;0;0;14248;0;0;0;x;120307;20169;-1;79983;-1;20156;-1;8977;-1;19196;-1;271;880.1;35731;0;-1;0;-1;5498;-1;3749;-1;7070;-1;5008;-1;410;-1;0;-1;237;6258;-1;646.8;-1
Sintra;133683;8121;0;0;0;0;0;0;0;15293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46458;0;0;0;x;376377;68005;-1;260494;-1;47879;-1;18351;-1;66819;-1;928;959;125886;0;-1;0;-1;18216;-1;19611;-1;31042;-1;20390;-1;862;-1;14;-1;474;18408.5;-1;1643.1;-1
Vila Franca de Xira;53271;3199;0;0;0;0;0;0;0;13111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24141;0;0;0;x;134925;22928;-1;94654;-1;17343;-1;7469;-1;24215;-1;252;931.2;44755;344;-1;0;-1;8493;-1;4803;-1;7414;-1;10258;-1;352;-1;22;-1;346;6540.7;-1;758.7;-1
Alcöcer do Sal;7213;276;0;0;0;0;0;0;0;3238;0;0;0;356;0;0;0;0;0;0;0;0;0;0;0;0;0;3343;0;0;0;x;13250;1648;-1;8297;-1;3306;-1;2142;-1;1387;-1;23;698;3451;1226;-1;0;-1;381;-1;289;-1;601;-1;128;-1;31;-1;0;-1;42;408.5;-1;75.1;-1
Grandola;8080;175;93;0;0;0;0;0;0;2739;0;0;0;438;0;0;0;0;0;0;0;0;0;0;0;0;0;4635;0;0;0;x;14937;1892;-1;9267;-1;3778;-1;2404;-1;1862;-1;33;708.9;3657;580;-1;38;-1;0;-1;420;-1;811;-1;181;-1;34;-1;16;-1;56;338.7;-1;44.3;-1
Odemira;14111;633;0;0;0;0;0;0;0;5053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6843;0;0;0;x;26166;3156;-1;15963;-1;7047;-1;5247;-1;3114;-1;31;674.8;7614;2512;-1;0;-1;226;-1;1085;-1;1295;-1;506;-1;43;-1;43;-1;27;1248.7;-1;126.8;-1
Santiago do Cacem;14647;907;433;0;0;0;0;0;0;7417;0;0;0;1654;0;0;0;0;0;0;0;0;0;0;0;0;0;4236;0;0;0;x;30038;3594;-1;19492;-1;6952;-1;3881;-1;4602;-1;54;699.7;7172;903;-1;11;-1;586;-1;1185;-1;1578;-1;607;-1;80;-1;73;-1;65;969.8;-1;133.5;-1
Sines;7353;368;0;0;0;0;0;0;0;1124;0;0;0;252;0;0;0;0;0;0;0;0;0;0;0;0;0;2309;0;0;0;x;14160;2080;-1;9862;-1;2219;-1;1278;-1;2198;-1;27;1151.8;6021;307;-1;0;-1;1595;-1;715;-1;942;-1;548;-1;52;-1;0;-1;16;613.1;-1;94;-1
Aljustrel;6235;0;0;0;0;0;0;0;0;2980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3125;0;0;0;x;9454;1116;-1;6092;-1;2247;-1;1329;-1;1018;-1;11;731.7;1990;412;-1;0;-1;184;-1;265;-1;450;-1;100;-1;17;-1;25;-1;3;325.5;-1;39.5;-1
Almodavar;4949;108;0;0;0;0;0;0;0;244;0;0;0;2890;0;0;0;0;0;0;0;0;0;0;0;0;0;1707;0;0;0;x;7575;876;-1;4553;-1;2146;-1;1602;-1;767;-1;11;623.8;1408;207;-1;0;-1;138;-1;322;-1;303;-1;59;-1;19;-1;0;-1;6;429;-1;52.2;-1
Alvito;1558;0;0;0;0;0;0;0;0;547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;536;0;0;0;x;2551;329;-1;1649;-1;573;-1;399;-1;316;-1;4;693.8;440;65;-1;0;-1;25;-1;71;-1;77;-1;25;-1;0;-1;0;-1;3;73.5;-1;11.1;-1
Barrancos;1161;0;22;0;0;0;0;0;0;725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;414;0;0;0;x;1857;237;-1;1162;-1;459;-1;241;-1;281;-1;0;623.3;337;78;-1;0;-1;59;-1;46;-1;64;-1;27;-1;0;-1;0;-1;0;140.5;-1;21.4;-1
Beja;18377;549;298;0;0;0;0;0;0;7815;0;0;0;935;0;0;0;0;0;0;0;0;0;0;0;0;0;8577;0;0;0;x;35982;5422;-1;23251;-1;7310;-1;3598;-1;5036;-1;82;775.2;9445;1641;-1;0;-1;810;-1;694;-1;2299;-1;679;-1;139;-1;29;-1;156;1513.8;-1;238.2;-1
Castro Verde;4149;0;0;0;0;0;0;0;0;2334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1622;0;0;0;x;7385;993;-1;4616;-1;1777;-1;926;-1;869;-1;7;908.5;2240;253;-1;0;-1;0;-1;178;-1;359;-1;49;-1;22;-1;0;-1;8;316.2;-1;45.8;-1
Cuba;3285;0;0;0;0;0;0;0;0;1548;0;0;0;122;0;0;0;0;0;0;0;0;0;0;0;0;0;1615;0;0;0;x;4904;695;-1;3029;-1;1180;-1;647;-1;633;-1;3;677.4;744;146;-1;0;-1;72;-1;158;-1;147;-1;28;-1;0;-1;0;-1;4;217.2;-1;32.2;-1
Ferreira do Alentejo;4982;0;0;0;0;0;0;0;0;1870;0;0;0;169;0;0;0;0;0;0;0;0;0;0;0;0;0;2860;0;0;0;x;8389;1050;-1;5213;-1;2126;-1;1407;-1;845;-1;18;679.3;2266;969;-1;0;-1;154;-1;156;-1;489;-1;89;-1;16;-1;0;-1;8;456.7;-1;63.1;-1
Mertola;5532;0;0;0;0;0;0;0;0;2456;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;2651;0;0;0;x;7512;700;-1;4200;-1;2612;-1;1524;-1;692;-1;11;641.7;1558;395;-1;0;-1;142;-1;300;-1;302;-1;76;-1;0;-1;0;-1;4;266.6;-1;42;-1
Moura;7539;0;164;0;0;0;0;0;0;3859;0;0;0;619;0;0;0;0;0;0;0;0;0;0;0;0;0;2897;0;0;0;x;15434;2423;-1;9503;-1;3508;-1;2449;-1;1580;-1;21;697.2;3003;708;-1;0;-1;431;-1;258;-1;685;-1;186;-1;28;-1;34;-1;17;1088.1;-1;122.6;-1
Ourique;4060;0;0;0;0;0;0;0;0;162;0;0;0;1092;0;0;0;0;0;0;0;0;0;0;0;0;0;2806;0;0;0;x;5538;579;-1;3223;-1;1736;-1;1106;-1;619;-1;2;586.3;1168;263;-1;0;-1;177;-1;120;-1;273;-1;52;-1;0;-1;0;-1;1;326.8;-1;35.5;-1
Serpa;7974;287;112;0;0;0;0;0;0;4285;0;0;0;708;0;0;0;0;0;0;0;0;0;0;0;0;0;2582;0;0;0;x;15896;2084;-1;9857;-1;3956;-1;2791;-1;1648;-1;21;701.6;3036;743;-1;0;-1;301;-1;327;-1;833;-1;148;-1;21;-1;20;-1;13;920.7;-1;101.6;-1
Vidigueira;3480;46;45;0;0;0;0;0;0;1986;0;0;0;175;0;0;0;0;0;0;0;0;0;0;0;0;0;1228;0;0;0;x;5980;818;-1;3587;-1;1575;-1;877;-1;714;-1;7;667.4;1231;379;-1;0;-1;155;-1;129;-1;271;-1;45;-1;9;-1;0;-1;1;290.3;-1;38.7;-1
Almeirim;10408;0;336;0;0;0;0;0;0;1342;0;0;0;1015;0;0;0;0;0;0;0;0;0;0;0;0;0;5644;0;0;0;x;23231;3577;-1;14853;-1;4802;-1;2907;-1;2809;-1;44;700.5;6253;1255;-1;0;-1;481;-1;1219;-1;1579;-1;355;-1;63;-1;22;-1;13;1100.8;-1;122.5;-1
